initial_cash,final_value,profit,return_pct,total_closed_trades,wins,losses,win_rate_pct,ending_cash,ending_shares
100000000,205242215.84399986,105242215.84399986,105.24221584399986,44,19,25,43.18181818181818,205242215.84399986,0
