symbol,initial_cash,final_equity,profit,return_pct,total_closed_trades,wins,losses,win_rate_pct,ending_cash,ending_position
VN30F1M,100000000,128038000.00000004,28038000.000000045,28.038000000000046,12,6,6,50.0,128038000.00000004,0
