initial_cash,final_value,profit,return_pct,total_closed_trades,wins,losses,win_rate_pct,ending_cash,ending_shares
100000000,101529458.72300003,1529458.7230000347,1.5294587230000347,34,13,21,38.23529411764706,101529458.72300003,0
