initial_cash,final_value,profit,return_pct,total_closed_trades,wins,losses,win_rate_pct,ending_cash,ending_shares
100000000,121497106.88300006,21497106.88300006,21.49710688300006,31,12,19,38.70967741935484,3046.883000075817,1436100
