initial_cash,final_value,profit,return_pct,total_closed_trades,wins,losses,win_rate_pct,ending_cash,ending_shares
100000000,94622435.94400005,-5377564.05599995,-5.37756405599995,7,4,3,57.14285714285714,94622435.94400005,0
