date,action,price,quantity,value,fee,tax,cash_after,shares_after,avg_price_after,pnl,reason
2025-12-09 07:00:00,SELL,26.7,4438200,118499940.0,118499.94,118499.94,118263193.138,0,,-3121829.880000009,SELL_SIGNAL
2025-12-23 07:00:00,BUY,27.05,4367600,118143580.0,118143.58,0.0,1469.557999998331,4367600,27.05,0.0,BUY_SIGNAL
2025-12-26 07:00:00,SELL,27.1,4367600,118361960.0,118361.96,118361.96,118126705.63800001,0,,-18343.9199999969,SELL_SIGNAL
2025-12-29 07:00:00,BUY,27.0,4370600,118006200.0,118006.2,0.0,2499.438000008464,4370600,27.0,0.0,BUY_SIGNAL
2026-01-06 07:00:00,SELL,26.0,4370600,113635600.0,113635.6,113635.6,113410828.23800002,0,,-4597871.199999999,SELL_SIGNAL
2026-01-13 07:00:00,BUY,27.75,4082700,113294925.0,113294.925,0.0,2608.313000023365,4082700,27.75,0.0,BUY_SIGNAL
2026-01-27 07:00:00,SELL,26.35,4082700,107579145.0,107579.145,107579.145,107366595.02300003,0,,-5930938.2899999935,SELL_SIGNAL
2026-01-30 07:00:00,BUY,27.3,3928900,107258970.0,107258.97,0.0,366.05300003290176,3928900,27.3,0.0,BUY_SIGNAL
2026-02-09 07:00:00,SELL,27.05,3928900,106276745.0,106276.745,106276.745,106064557.56300002,0,,-1194778.4900000002,SELL_SIGNAL
2026-02-25 07:00:00,BUY,28.4,3730900,105957560.0,105957.56,0.0,1040.0030000209808,3730900,28.4,0.0,BUY_SIGNAL
2026-03-06 07:00:00,SELL,27.0,3730900,100734300.0,100734.3,100734.3,100533871.40300003,0,,-5424728.599999994,SELL_SIGNAL
2026-03-31 07:00:00,BUY,27.05,3712800,100431240.0,100431.24,0.0,2200.1630000323057,3712800,27.05,0.0,BUY_SIGNAL
2026-05-06 07:00:00,SELL,27.4,3712800,101730720.0,101730.72,101730.72,101529458.72300003,0,,1096018.5599999921,SELL_SIGNAL
