initial_cash,final_value,profit,return_pct,total_closed_trades,wins,losses,win_rate_pct,ending_cash,ending_shares
100000000,157853568.6670001,57853568.667000085,57.85356866700009,28,13,15,46.42857142857143,1828.6670000851154,5577800
