initial_cash,final_value,profit,return_pct,total_closed_trades,wins,losses,win_rate_pct,ending_cash,ending_shares
100000000,110221532.55999999,10221532.559999987,10.221532559999988,1,1,0,100.0,110221532.55999999,0
