initial_cash,final_value,profit,return_pct,total_closed_trades,wins,losses,win_rate_pct,ending_cash,ending_shares
100000000,96543262.46899997,-3456737.531000033,-3.456737531000033,5,3,2,60.0,5602.468999966979,1007700
