date,ticker,open,high,low,close,volume,src,highest,lowest,middle,atr,atr_prev,epsilon,upper_band,lower_band,trend_state,signal
2025-01-02 07:00:00,VNM,58.72,58.91,58.26,58.26,1336600,58.26,,,,,,,,,,HOLD
2025-01-03 07:00:00,VNM,58.35,58.44,58.08,58.17,1776700,58.17,,,,,,,,,,HOLD
2025-01-06 07:00:00,VNM,58.17,58.35,57.71,57.71,2103500,57.71,,,,,,,,,,HOLD
2025-01-07 07:00:00,VNM,57.8,58.17,56.87,56.97,2802100,56.97,,,,,,,,,,HOLD
2025-01-08 07:00:00,VNM,57.24,57.34,56.51,56.97,2053300,56.97,,,,0.7560000000000017,,,,,,HOLD
2025-01-09 07:00:00,VNM,57.06,57.15,56.6,57.06,1500000,57.06,,,,0.7360000000000013,0.7560000000000017,0.37800000000000084,,,,HOLD
2025-01-10 07:00:00,VNM,56.97,57.15,56.6,56.6,1189800,56.6,,,,0.7740000000000009,0.7360000000000013,0.36800000000000066,,,,HOLD
2025-01-13 07:00:00,VNM,56.51,57.15,56.41,56.69,1101700,56.69,,,,0.7940000000000011,0.7740000000000009,0.38700000000000045,,,,HOLD
2025-01-14 07:00:00,VNM,56.69,57.06,56.6,56.87,1147600,56.87,,,,0.6260000000000006,0.7940000000000011,0.3970000000000006,,,,HOLD
2025-01-15 07:00:00,VNM,57.34,57.52,56.97,56.97,1216400,56.97,,,,0.5900000000000005,0.6260000000000006,0.3130000000000003,,,,HOLD
2025-01-16 07:00:00,VNM,57.52,57.8,56.97,57.15,1684500,57.15,,,,0.6460000000000008,0.5900000000000005,0.29500000000000026,,,,HOLD
2025-01-17 07:00:00,VNM,57.43,57.43,57.24,57.24,889400,57.24,,,,0.5920000000000016,0.6460000000000008,0.3230000000000004,,,,HOLD
2025-01-20 07:00:00,VNM,57.24,57.43,56.87,57.15,1633600,57.15,,,,0.5560000000000016,0.5920000000000016,0.2960000000000008,,,,HOLD
2025-01-21 07:00:00,VNM,57.24,57.34,56.87,57.06,1403900,57.06,,,,0.5580000000000027,0.5560000000000016,0.2780000000000008,,,,HOLD
2025-01-22 07:00:00,VNM,57.24,57.24,56.87,56.87,1760900,56.87,,,,0.5020000000000024,0.5580000000000027,0.27900000000000136,,,,HOLD
2025-01-23 07:00:00,VNM,56.87,57.52,56.87,57.24,1781300,57.24,,,,0.4660000000000039,0.5020000000000024,0.2510000000000012,,,,HOLD
2025-01-24 07:00:00,VNM,57.15,57.71,57.06,57.43,1576400,57.43,,,,0.5400000000000034,0.4660000000000039,0.23300000000000196,,,,HOLD
2025-02-03 07:00:00,VNM,57.43,57.43,55.86,55.86,7279900,55.86,,,,0.742000000000003,0.5400000000000034,0.2700000000000017,,,,HOLD
2025-02-04 07:00:00,VNM,55.95,56.23,55.4,55.58,7125000,55.58,,,,0.8140000000000015,0.742000000000003,0.3710000000000015,,,,HOLD
2025-02-05 07:00:00,VNM,55.77,56.78,55.77,56.78,3198100,56.78,58.26,55.58,56.92,0.9800000000000011,0.8140000000000015,0.40700000000000075,57.327000000000005,56.513,,HOLD
2025-02-06 07:00:00,VNM,56.78,56.87,55.86,56.04,3024800,56.04,58.17,55.58,56.875,1.0519999999999996,0.9800000000000011,0.49000000000000055,57.365,56.385,S,SELL
2025-02-07 07:00:00,VNM,56.04,56.51,55.95,56.14,2552300,56.14,57.71,55.58,56.644999999999996,1.033999999999999,1.0519999999999996,0.5259999999999998,57.17099999999999,56.119,S,HOLD
2025-02-10 07:00:00,VNM,56.51,56.51,55.95,55.95,2592100,55.95,57.43,55.58,56.504999999999995,0.8319999999999979,1.033999999999999,0.5169999999999995,57.02199999999999,55.988,S,HOLD
2025-02-11 07:00:00,VNM,55.95,56.04,55.49,55.77,3433800,55.77,57.43,55.58,56.504999999999995,0.7759999999999977,0.8319999999999979,0.4159999999999989,56.92099999999999,56.089,S,HOLD
2025-02-12 07:00:00,VNM,55.95,56.32,55.86,56.32,2756600,56.32,57.43,55.58,56.504999999999995,0.6459999999999966,0.7759999999999977,0.38799999999999885,56.892999999999994,56.117,S,HOLD
2025-02-13 07:00:00,VNM,56.32,56.32,55.77,56.04,2576800,56.04,57.43,55.58,56.504999999999995,0.5539999999999964,0.6459999999999966,0.3229999999999983,56.827999999999996,56.181999999999995,S,HOLD
